資料集名稱,資料集描述,資料集代碼,資料集所屬單位,資料集類別,環境保護計畫類別,聯合國永續發展目標,主要資料欄位,資料來源,授權方式,授權說明網址,編碼格式,更新頻率,最後更新時間,聯絡人姓名,聯絡人電話,聯絡人電子郵件,標籤
縣市清運機具統計資料,提供縣市各類型清運機具統計資料,STAT_P_47,環境部環境管理署,其他,資源循環,"良好健康和福祉,永續城市與社區,負責任的消費與生產",County(縣市別)、CompactingPackerwithLifingDevice_value(子母式垃圾車)、CompactingVehicle_value(密封式壓縮車)、CompactingTransporter_value(密封式轉運車)、CompactingTrucks_value(密封車)、DisinfectionCar_value(資源（含廚餘）回收垃圾車)、OthersBoxTrashTruck_value(其他框式垃圾車)、SepticTrucks_value(水肥車)、SewerCleaner_value(清溝（溝泥）車)、SweeperWashStreet_value(掃（洗）街車)、Others_value(其他),生活廢棄物物質管理資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,6月,"2026-04-12 08:09:50.000000",劉先生,(04)2252-1718#58712,0287@moenv.gov.tw,清運機具
垃圾處理場(廠)統計,提供縣市垃圾處理場(廠)統計資料,STAT_P_44,環境部環境管理署,其他,環境科技,"可負擔的潔淨能源,永續城市與社區,負責任的消費與生產",County(縣市別)、RefuseIncinerationPlant(焚化廠)、Sanitarylandfill(衛生掩埋場)、CompostingField(堆肥場)、DisposalSite(堆置場),生活廢棄物物質管理資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,6月,"2026-04-12 08:09:49.000000",王小姐,(04)22521718#53205,hsiaoling.wang@moenv.gov.tw,"垃圾處理場,垃圾處理廠"
一般廢棄物清理情況資料,提供縣市一般廢棄物清理量資料(包含一般廢棄物產生量、一般垃圾量、資源垃圾量、廚餘量),STAT_P_45,環境部環境管理署,其他,資源循環,"可負擔的潔淨能源,永續城市與社區,負責任的消費與生產",Year(年度)、County(縣市別)、GarbageGenerated(一般廢棄物產生量)、GarbageClearance(一般垃圾量)、GarbageRecycled(資源垃圾量)、FoodWastesRecycled(廚餘量),,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:49.000000",王小姐,(04)22521718#53205,hsiaoling.wang@moenv.gov.tw,一般廢棄物
水肥清運處理狀況,提供縣市水肥清運處理狀況,STAT_P_43,環境部環境管理署,其他,環境科技,"可負擔的潔淨能源,永續城市與社區,負責任的消費與生產",Year(年度)、Month(月份)、County(縣市別)、Fertilizer(水肥清運總量（公噸）)、E_vehicle(環保單位清運車輛（輛）)、P_vehicle(公民營廢物清除機構清運車輛（輛）)、Facility(水肥處理設施總計（個）)、TreatmentPlant(水肥/污水/垃圾滲出水處理場（公噸）)、Reuse(再利用（公噸）),生活廢棄物物質管理資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:49.000000",張小姐,(04)2252-1718#53604,chiachi.chang@moenv.gov.tw,水肥
事業廢棄物再利用申報量統計,以列管產源之所在地作為統計主軸，統計事業廢棄物進行再利用之申報量。,STAT_P_39,環境部資源循環署,其他,資源循環,負責任的消費與生產,EMI_YEAR(申報年度)、EMI_MONTH(申報月份)、AREA_NAME(縣市別)、EMI_VALUE(申報量)、EMI_UNITS(申報量度量單位)、EMI_SCALAR(申報量小數點展示位數),事業廢棄物申報及管理資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:48.000000",吳小姐,(02)2311-7722#2661,meichiu.wu@moenv.gov.tw,再利用申報量
補助地方設置巨大廢棄物回收再利用廠一覽,協助地方設置廢家具修繕再生利用設施落實資源循環利用,STAT_P_37,環境部環境管理署,其他,資源循環,"可負擔的潔淨能源,永續城市與社區,負責任的消費與生產",county(縣市)、area(設置地點)、sort(再利用廠類別歸屬),,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:48.000000",林小姐,(04)2252-1718#53204,liping.lin@moenv.gov.tw,廢棄物回收
移動污染源空氣污染防制費收費統計,業者申報移動污染源空氣污染防制費之汽柴油數量及金額,STAT_P_41,環境部大氣環境司,大氣,大氣環境,良好健康和福祉,name(廠商名稱)、year(年)、month(月)、gasoline_volume(車用汽油數量（公升）)、diesel_volume(車用柴油數量（公升）)、money(金額（元）),移動污染源空氣污染防制費網路申報系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:48.000000",章小姐,(02)2311-7722#6407,kaiting.chang@moenv.gov.tw,"車用汽油數量,車用柴油數量"
補助地方設置廚餘堆肥廠一覽,政府協助地方設置廚餘再利用設施妥善處理一般廢棄物,STAT_P_36,環境部環境管理署,其他,資源循環,"可負擔的潔淨能源,永續城市與社區,負責任的消費與生產","county(縣市別)、area(行政區)、date(正式操作運轉時間 年月)、capacity(日處理量 公噸/日)",,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:09:47.000000",張先生,(04)2252-1718#53202,yuchen.chang@moenv.gov.tw,廚餘堆肥廠
南科樹谷環境監測資料,南科樹谷園區開發計畫環評案，其環評書件所載環境監測計畫，開發單位於環評審查通過後需依內容落實執行，並做成相關環境監測報告,STAT_P_35,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,乾淨水與衛生,負責任的消費與生產",FileName(檔案名稱)、Quarter(季別)、ReleaseDate(發布日期)、Url(檔案下載連結),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:47.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,環境監測"
不法利得宣導資料,簡介不法利得以提供環保單位及民眾瞭解。,STAT_P_34,環境部環境管理署,其他,其他,"可負擔的潔淨能源,永續城市與社區,負責任的消費與生產",Item(項目)、Directions(說明)、Year(年度),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:09:47.000000",陳小姐,(04)2252-1718#51202,yu.chen@moenv.gov.tw,"不法利得,裁處,罰鍰"
預鑄式建築物污水處理設施審定登記認可設施一覽表,經本部審定認可登記預鑄式建築物污水處理設施相關資料,STAT_P_33,環境部水質保護司,其他,流域治理,乾淨水與衛生,id(審定字號)、name(廠商全名)、brand(廠牌)、model(型號)、capacity_value(處理容量（CMD）)、type(適用類別)、size(設施尺寸)、validityperiod_date(有效期限)、material(材質)、address(公司地址)、tel(聯絡電話)、countycode(縣市別代碼),環境部全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:46.000000",陳先生,(02)2311-7722#2839,cjchen@moenv.gov.tw,污水處理
核能四廠環境監測資料,核能四廠第一、二號機發電計畫環評案環境監測資料,STAT_P_32,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,乾淨水與衛生,負責任的消費與生產",filename(檔案名稱)、executionunit(執行單位)、yyymm(提送月份)、url(檔案下載路徑),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:46.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,環境監測"
核能一廠用過核燃料中期貯存計畫環境監測資料,核能一廠用過核燃料中期貯存計畫環評案，其環評書件所載環境監測計畫，開發單位於環評審查通過後需依內容落實執行，並做成相關環境監測報告,STAT_P_31,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,乾淨水與衛生,負責任的消費與生產",FileName(檔案名稱)、Quarter(季別)、StartingMonth(監測起始月)、EndMonth(監測結束月)、Url(檔案下載路徑),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:46.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,環境監測"
中科后里環評監督小組會議紀錄,依據本部環評審查委員會之附帶決議所設立之中科后里監督小組會議紀錄,STAT_P_29,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,負責任的消費與生產,和平正義與有力的制度",Conference(會議名稱)、Date(會議日期)、Time(時間)、MeetingRoom(地點)、President(主席)、Releasedate(發布日期)、Url(檔案下載路徑),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:45.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,監督委員會"
六輕相關計畫環評監督委員會會議紀錄,依據環評審查結論所設立之六輕相關計畫監督委員會會議紀錄,STAT_P_30,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,負責任的消費與生產,和平正義與有力的制度",Conference(會議名稱)、Date(會議日期)、Time(時間)、MeetingRoom(地點)、President(主席)、Releasedate(發布日期)、Url(檔案下載路徑),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,3月,"2026-04-12 08:09:45.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,環境監測"
中油三輕環評監督委員會會議紀錄,依據本部環評審查委員會之決議所設立之中油三輕監督委員會會議紀錄,STAT_P_28,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,負責任的消費與生產,和平正義與有力的制度",Conference(會議名稱)、Date(會議日期)、Time(時間)、MeetingRoom(地點)、President(主席)、Releasedate(發布日期)、Url(檔案下載路徑),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,3月,"2026-04-12 08:09:45.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,監督委員會"
南科樹谷環評監督委員會會議紀錄,依據本部環評審查委員會之附帶決議所設立之南科樹谷監督委員會會議紀錄,STAT_P_27,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,負責任的消費與生產,和平正義與有力的制度",Conference(會議名稱)、Date(會議日期)、Time(時間)、MeetingRoom(地點)、President(主席)、Releasedate(發布日期)、Url(檔案下載路徑),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:44.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,監督委員會"
核能四廠環評監督委員會會議紀錄,依據行政院核定方案所設立之核能四廠監督委員會會議紀錄,STAT_P_26,環境部環境管理署,其他,環境影響評估,"良好健康和福祉,負責任的消費與生產,和平正義與有力的制度",Conference(會議名稱)、Date(會議日期)、Time(時間)、MeetingRoom(地點)、President(主席)、Url(檔案下載路徑),環境部環境管理署全球資訊網,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:09:44.000000",陳先生,(04)2252-1718#51203,pofeng.chen@moenv.gov.tw,"環境影響評估,環評,環境監測"
金門縣重要環保統計資料,金門縣環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,STAT_P_23,環境部統計處,其他,其他,"永續城市與社區,良好健康和福祉",ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值),環保統計資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:43.000000",梁先生,(02)2311-7722#2107,hanyao.liang@moenv.gov.tw,統計
連江縣重要環保統計資料,連江縣環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,STAT_P_24,環境部統計處,其他,其他,"永續城市與社區,良好健康和福祉",ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值),環保統計資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:43.000000",梁先生,(02)2311-7722#2107,hanyao.liang@moenv.gov.tw,統計
環境保護支出,提供經濟體系以預防、減少、消除污染和其他環境質損為主要目的之環保活動的相關支出資料。,STAT_P_25,環境部統計處,污染防治,其他,負責任的消費與生產,Year(年別)、ByDepartment(部門分類)、ByBusiness(業務分類)、Value(金額_百萬元),,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1年,"2026-04-12 08:09:43.000000",林小姐,(02)2311-7722#2113,yuhsuan.lin@moenv.gov.tw,環保支出
新竹市重要環保統計資料,新竹市環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,STAT_P_21,環境部統計處,其他,其他,"永續城市與社區,良好健康和福祉",ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值),環保統計資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:42.000000",梁先生,(02)2311-7722#2107,hanyao.liang@moenv.gov.tw,統計
基隆市重要環保統計資料,基隆市環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,STAT_P_20,環境部統計處,其他,其他,"永續城市與社區,良好健康和福祉",ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值),環保統計資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:42.000000",梁先生,(02)2311-7722#2107,hanyao.liang@moenv.gov.tw,統計
嘉義市重要環保統計資料,嘉義市環境狀況資料，包括空氣、廢棄物、環境衛生及毒化物管理、公害陳情及其他相關統計等五大類數據,STAT_P_22,環境部統計處,其他,其他,"永續城市與社區,良好健康和福祉",ItemName(統計項名稱)、Category(類別)、Year(年度)、Month(月份)、ItemUnit(監測單位)、ItemValue(監測值),環保統計資訊系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,1月,"2026-04-12 08:09:42.000000",梁先生,(02)2311-7722#2107,hanyao.liang@moenv.gov.tw,統計
